File Name,Path,Instrument Method,Position,Inj Vol,Vial,Separation Method,MS Method,Result Path
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m200nlv5_DIA75ms_TT0000207,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv5,B:E11,1,B:E1,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv5.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrange.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m200nlv5_DIA75ms_TT0000207_B-E1_1_14608.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m200nlv5_DIA75msW83_TT0000208,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv5,B:E11,1,B:E1,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv5.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m200nlv5_DIA75msW83_TT0000208_B-E1_1_14609.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m150nlv5_DIA75msW83_TT0000209,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\25m150nlv5,B:E11,1,B:E11,D:\Methods\VNeo\A15\Separation\Testing\25m150nlv5.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m150nlv5_DIA75msW83_TT0000209_B-E11_1_14610.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_20p5m150nlv7_DIA75msW83_TT0000210,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv7,B:E11,1,B:E11,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv7.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_20p5m150nlv5_DIA75msW83_TT0000210_B-E11_1_14611.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_16m150nlv8_DIA75msW83_TT0000211,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\16m150nlv8,B:E11,1,B:E11,D:\Methods\VNeo\A15\Separation\Testing\16m150nlv8.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_16m150nlv8_DIA75msW83_TT0000211_B-E11_1_14612.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_11p5150nlv9_DIA75msW83_TT0000212,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\11p5m150nlv9,B:E11,1,B:E11,D:\Methods\VNeo\A15\Separation\Testing\11p5m150nlv9.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_11p5150nlv9_DIA75msW83_TT0000212_B-E11_1_14613.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_16m150nlv8_DIA60msW83_75msIMcal_TT0000213,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\16m150nlv8,B:E11,1,B:E11,D:\Methods\VNeo\A15\Separation\Testing\16m150nlv8.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT60expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_16m150nlv8_DIA60msW83_75msIMcal_TT0000213_B-E11_1_14614.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_16m150nlv8_DIA75msW63_TT0000214,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\16m150nlv8,B:E11,1,B:E11,D:\Methods\VNeo\A15\Separation\Testing\16m150nlv8.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW63.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_16m150nlv8_DIA75msW63_TT0000214_B-E11_1_14615.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_20p5m150nlv5_DIA75msW83_TT0000215,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv7,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv7.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_20p5m150nlv5_DIA75msW83_TT0000215_B-B1_1_14616.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p5m150nlv10_DIA75msW83_TT0000216,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\17p5m150nlv10,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\17p5m150nlv10.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p5m150nlv5_DIA75msW83_TT0000216_B-B1_1_14617.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p7m150nlv11_DIA75msW83_TT0000217,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\17p7m150nlv11,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\17p7m150nlv11.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p7m150nlv11_DIA75msW83_TT0000217_B-B1_1_14618.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p7m150nlv11_DIA60msW83_75msIMcal_TT0000218,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\17p7m150nlv11,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\17p7m150nlv11.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT60expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p7m150nlv11_DIA60msW83_75msIMcal_TT0000218_B-B1_1_14619.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p75m150nlv12_DIA75msW83_TT0000219,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\17p75m150nlv12,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\17p75m150nlv12.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p75m150nlv12_DIA75msW83_TT0000219_B-B1_1_14620.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p5m150nlv13_DIA75msW83_TT0000220,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\17p5m150nlv13,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\17p5m150nlv13.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p5m150nlv13_DIA75msW83_TT0000220_B-B1_1_14621.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p5m150nlv13_DIA75msW83_TT0000220,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\17p5m150nlv13,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\17p5m150nlv13.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p5m150nlv13_DIA75msW83_TT0000220_B-B1_1_14622.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_17p5m150nlv13_DIA75msW83_TT0000222,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv14,B:B1,2,B:B1,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv14.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_20p5m150nlv14_DIA75msW83_TT0000222_B-B1_1_14623.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_20m150nlv15_DIA75msW83_TT0000223,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\20m150nlv15,B:C1,2,B:C1,D:\Methods\VNeo\A15\Separation\Testing\20m150nlv15.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_20m150nlv15_DIA75msW83_TT0000223_B-C1_1_14624.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_20p5m150nlv7_DIA75msW83_TT0000224,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv7,B:C1,2,B:C1,D:\Methods\VNeo\A15\Separation\Testing\20p5m150nlv7.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_20p5m150nlv7_DIA75msW83_TT0000224_B-C1_1_14625.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000225,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16,B:C1,2,B:C1,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_22p75m150nlv16_DIA75msW83_TT0000225_B-C1_1_14626.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_22p75m150nlv16_DIA75msW83_TT0000226,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16,B:A1,2,B:A1,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_22p75m150nlv16_DIA75msW83_TT0000226_B-A1_1_14627.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000227,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16,B:A9,2,B:A9,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000227_B-A9_1_14628.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75mHighACNW150nlv17_DIA75msW83_TT0000228,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75mHighACNWash150nlv17,B:A1,2,B:A1,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75mHighACNW150nlv17_DIA75msW83_TT0000228_B-A1_1_14629.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000229,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16,B:A9,2,B:A9,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000229_B-A9_1_14630.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv18Zebra_DIA75msW83_TT0000230,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p65m150nlv18Zebra,B:A1,2,B:A1,D:\Methods\VNeo\A15\Separation\Testing\23p65m150nlv18Zebra.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv18Zebra_DIA75msW83_TT0000230_B-A1_1_14631.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000231,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16,B:A9,2,B:A9,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000231_B-A9_1_14632.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv19Zebra_DIA75msW83_TT0000232,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p65m150nlv19Zebra,B:A1,2,B:A1,D:\Methods\VNeo\A15\Separation\Testing\23p65m150nlv19Zebra.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv19Zebra_DIA75msW83_TT0000232_B-A1_1_14633.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000233,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16,B:A9,2,B:A9,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000233_B-A9_1_14634.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_25p15m150nlv20Zebra_DIA75msW83_TT0000234,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\25p15m150nlv20Zebra,B:A1,2,B:A1,D:\Methods\VNeo\A15\Separation\Testing\25p15m150nlv20Zebra.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_25p15m150nlv20Zebra_DIA75msW83_TT0000234_B-A1_1_14635.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000235,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16,B:A9,2,B:A9,D:\Methods\VNeo\A15\Separation\Testing\23p75m150nlv16.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p75m150nlv16_DIA75msW83_TT0000235_B-A9_1_14636.d
CC25_TT0000236,E:\Data\2026_01\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:A12,2,B:A12,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15.m?HyStar_LC,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_01\Wash\CC25_TT0000236_B-A12_1_14637.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_25m200nlv23_DIA75msW83_TT0000237,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv23,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv23.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_25m200nlv23_DIA75msW83_TT0000237_B-A1_1_14638.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m200nlv24_DIA75msW83_TT0000238,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv24,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\25m200nlv24.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_25m200nlv24_DIA75msW83_TT0000238_B-A1_1_14639.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19m200nlv25_DIA75msW83_TT0000239,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv25,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv25.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19m200nlv25_DIA75msW83_TT0000239_B-A1_1_14640.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19m200nlv26PC2drop_DIA75msW83_TT0000240,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv27PC2drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv25.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19m200nlv26PC2drop_DIA75msW83_TT0000240_B-A1_1_14641.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW83_TT0000241,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW83_TT0000241_B-A1_1_14642.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW82_TT0000242,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW82.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW82_TT0000242_B-A1_1_14643.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW63_TT0000243,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW63.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW63_TT0000243_B-A1_1_14644.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW62_TT0000244,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT70expandedrangeW62.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA75msW62_TT0000244_B-A1_1_14645.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA60msW83Uncal_TT0000245,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT60expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA60msW83Uncal_TT0000245_B-A1_1_14646.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA70msW83Uncal_TT0000246,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT70expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA70msW83Uncal_TT0000246_B-A1_1_14647.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv30_DIA75msW83_TT0000247,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv30,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv30_DIA75msW83_TT0000247_B-A1_1_14648.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p5m200nlv30_DIA75msW83_TT0000248,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p5m200nlv29,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p5m200nlv30_DIA75msW83_TT0000248_B-A1_1_14649.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA80msW83_TT0000249,E:\Data\2026_01\QC_SST,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28drop,B:A1,1,B:A1,D:\Methods\VNeo\A15\Separation\Testing\18p6m200nlv28.m?HyStar_LC,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT80expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_01\QC_SST\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_18p6m200nlv28_DIA80msW83_TT0000249_B-A1_1_14650.d
