File Name,Path,Instrument Method,Position,Inj Vol,Sample ID,MS Method,Result Path
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000299,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E2,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000299,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000299_B-E2_1_14702.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000300,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E2,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000300,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000300_B-E2_1_14703.d
HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000301,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:D2,2,HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000301,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000301_B-D2_1_14704.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000302,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C2,2,HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000302,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000302_B-C2_1_14705.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000303,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C12,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000303,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000303_B-C12_1_14706.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000304,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B2,2,HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000304,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000304_B-B2_1_14707.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000305,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C12,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000305,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000305_B-C12_1_14708.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000306,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A2,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000306,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000306_B-A2_1_14709.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000307,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C12,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000307,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000307_B-C12_1_14710.d
CC25_TT0000308,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:D12,2,CC25_TT0000308,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000308_B-D12_1_14711.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000309,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E2,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000309,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000309_B-E2_1_14712.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000310,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E2,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000310,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000310_B-E2_1_14713.d
HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000311,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:D2,2,HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000311,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000311_B-D2_1_14714.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000312,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C2,2,HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000312,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000312_B-C2_1_14715.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000313,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C12,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000313,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000313_B-C12_1_14716.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000314,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B2,2,HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000314,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000314_B-B2_1_14717.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000315,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C12,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000315,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000315_B-C12_1_14718.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000316,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A2,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000316,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000316_B-A2_1_14719.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000317,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C12,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000317,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000317_B-C12_1_14720.d
CC25_TT0000318,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:D12,2,CC25_TT0000318,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000318_B-D12_1_14721.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000319,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E2,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000319,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000319_B-E2_1_14722.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000320,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E2,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000320,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000320_B-E2_1_14723.d
HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000321,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:D2,2,HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000321,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000321_B-D2_1_14724.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000322,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C2,2,HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000322,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000322_B-C2_1_14725.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000323,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000323,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000323_B-B9_1_14726.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000324,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B2,2,HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000324,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000324_B-B2_1_14727.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000325,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000325,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000325_B-B9_1_14728.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000326,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A2,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000326,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000326_B-A2_1_14729.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000327,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000327,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000327_B-B9_1_14730.d
CC25_TT0000328,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:D12,2,CC25_TT0000328,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000328_B-D12_1_14731.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000329,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000329,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000329_B-F2_1_14732.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122C2_TT0000330,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122C2_TT0000330,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122_C2.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122C2_TT0000330_B-F2_1_14733.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW102C2_TT0000331,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW10C2_TT0000331,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA60msW102_C2.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW10C2_TT0000331_B-F2_1_14734.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW102_TT0000332,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW102_TT0000332,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA60msW102.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW102_TT0000332_B-F2_1_14735.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW82_TT0000333,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW82_TT0000333,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA75msW82.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW82_TT0000333_B-F2_1_14736.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW82_C2_TT0000334,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW82_C2_TT0000334,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA75msW82_C2.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW82_C2_TT0000334_B-F2_1_14737.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW83_C2_TT0000335,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW83_C2_TT0000335,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA75msW83_C2.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW83_C2_TT0000335_B-F2_1_14738.d
HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW83_C2_TT0000336,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:F2,1,HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW83_TT0000336,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA560msW83_TT0000336_B-F2_1_14739.d
CC25_TT0000337,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:E8,2,CC25_TT0000337,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000337_B-E8_1_14740.d
iSGZT4_50ng_Prot_R1_FIRI006_19mv45_DIA75msW83_TT0000338,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:G1,2,iSGZT4_50ng_Prot_R1_FIRI006_19mv45_DIA75msW83_TT0000338,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\iSGZT4_50ng_Prot_R1_FIRI006_19mv45_DIA75msW83_TT0000338_B-F2_1_14741.d
CC25_TT0000339,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:E8,2,CC25_TT0000339,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000339_B-G1_1_14742.d
iSGZT16_50ng_Prot_R1_FIRI006_19mv45_DIA75msW83_TT0000340,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:H1,2,iSGZT16_50ng_Prot_R1_FIRI006_19mv45_DIA75msW83_TT0000340,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\iSGZT16_50ng_Prot_R1_FIRI006_19mv45_DIA75msW83_TT0000340_B-F2_1_14743.d
CC25_TT0000341,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:E8,2,CC25_TT0000341,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000341_B-H1_1_14744.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000342,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000342,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000342_B-A3_1_14745.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000343,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000343,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000343_B-B9_1_14746.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000344,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000344,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000344_B-A3_1_14747.d
CC25_2uL_TT0000345,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:E8,2,CC25_2uL_TT0000345,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\CC25_2uL_TT0000345_B-E8_1_14748.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000346,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000346,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000346_B-B9_1_14749.d
